STATE,STATE FIPS,COUNTY,COUNTY FIPS,FACILITY,EIS ID,ADDRESS,CITY,ZIP CODE,POLLUTANT,POLLUTANT TYPE,EMISSIONS,UNIT OF MEASURE,FACILITY TYPE,NAICS CODE,NAICS DESCRIPTION
CA,06,Alameda,06001,ALAMEDA COUNTY PUBLIC WORKS AGENCY,15965511,"INDSTRIAL FLOOD, CONTROL PUMP STATION",HAYWARD,94541,Nitrogen Oxides,CAP,0.9822101,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,ALAMEDA HEALTH SYSTEM DBA ALAMEDA HOSPITAL,310411,2070 CLINTON AVENUE,ALAMEDA,94501,Nitrogen Oxides,CAP,0.93313438,TON,"Institutional (school, hospital, prison, etc.)",622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,PARK BELLEVUE TOWER CONDOMINIUM,15745711,565 BELLEVUE AVENUE,OAKLAND,94610,Nitrogen Oxides,CAP,0.9154444,TON,,531311,RESIDENTIAL PROPERTY MANAGERS.
CA,06,Alameda,06001,CITY OF LIVERMORE WATER RECLAMATION PLANT,196611,101 W JACK LONDON BLVD,LIVERMORE,94550,Nitrogen Oxides,CAP,0.871067273,TON,Wastewater Treatment Facility,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,EMIL VILLA'S HICK'RY PIT RESTAURANT,13789611,39410 FREMONT BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.865144,TON,,711110,THEATER COMPANIES AND DINNER THEATERS.
CA,06,Alameda,06001,"SVC MANUFACTURING, INC DBA PEPSICO",140211,1175 57TH AVENUE,OAKLAND,94621,Nitrogen Oxides,CAP,0.8470338,TON,,311421,FRUIT AND VEGETABLE CANNING.
CA,06,Alameda,06001,PORT OF OAKLAND,444911,#1 AIRPORT DRIVE,OAKLAND,94621,Nitrogen Oxides,CAP,0.84674167,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,SYNNEX CORPORATION,17245511,44201 NOBEL DRIVE,FREMONT,94538,Nitrogen Oxides,CAP,0.82701878,TON,,449210,
CA,06,Alameda,06001,"CONTAINER MANAGEMENT SERVICES, LLC",14286811,21301 CLOUD WAY,HAYWARD,94545,Nitrogen Oxides,CAP,0.806224774,TON,,332431,METAL CAN MANUFACTURING.
CA,06,Alameda,06001,PHILZ COFFEE,18697911,680 85TH AVENUE,OAKLAND,94621,Nitrogen Oxides,CAP,0.8032832,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,STATE OF CALIFORNIA,15750711,"1515 CLAY ST, ELIHU HARRIS BLDG",OAKLAND,94612,Nitrogen Oxides,CAP,0.78010584,TON,,923130,"ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)."
CA,06,Alameda,06001,"BLOMMER CHOCOLATE COMPANY, INC",10500511,1515 PACIFIC STREET,UNION CITY,94587,Nitrogen Oxides,CAP,0.7629058,TON,,311352,
CA,06,Alameda,06001,STATE OF CALIFORNIA DEPARTMENT OF TRANSPORTATION,10497111,111 GRAND AVENUE,OAKLAND,94623,Nitrogen Oxides,CAP,0.7624147,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,ALDERSON CONSTRUCTION,18133511,67 KING,PIEDMONT,94611,Nitrogen Oxides,CAP,0.7584386,TON,,532412,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING."
CA,06,Alameda,06001,SANMINA CORPORATION,10473511,42735 CHRISTY STREET,FREMONT,94538,Nitrogen Oxides,CAP,0.7345427,TON,,316110,LEATHER AND HIDE TANNING AND FINISHING.
CA,06,Alameda,06001,ROLLS-ROYCE CORPORATION,380611,7200 EARHART ROAD,OAKLAND,94621,Nitrogen Oxides,CAP,0.702909368,TON,,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING.
CA,06,Alameda,06001,SEAGATE TECHNOLOGY LLC,18789011,47488 KATO ROAD,FREMONT,94538,Nitrogen Oxides,CAP,0.6971564,TON,,334112,COMPUTER STORAGE DEVICE MANUFACTURING.
CA,06,Alameda,06001,"AMAZON DATA SERVICES, INC.",17244211,26464 CORPORATE AVE,HAYWARD,94545,Nitrogen Oxides,CAP,0.68360547,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,JANSSEN RESEARCH & DEVELOPMENT,18784211,6500 PASEO PADRE PKWY,FREMONT,94555,Nitrogen Oxides,CAP,0.681591099,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,"GE HITACHI NUCLEAR ENEGERY AMERICAS, LLC",14070511,6705 VALLECITOS RD,SUNOL,94586,Nitrogen Oxides,CAP,0.662248984,TON,,541380,TESTING LABORATORIES.
CA,06,Alameda,06001,CERTAINTEED CORPORATION,572011,6400 STEVENSON BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.646412093,TON,Hot Mix Asphalt Plant,324122,ASPHALT SHINGLE AND COATING MATERIALS MANUFACTURING.
CA,06,Alameda,06001,CASTRO VALLEY CREMATORY INC,343111,21228 REDWOOD ROAD,CASTRO VALLEY,94546,Nitrogen Oxides,CAP,0.63330786,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,"CITY OF ALAMEDA, MAINT SERV CENTER",10452911,DOOLITTLE DRIVE,ALAMEDA,94501,Nitrogen Oxides,CAP,0.629648224,TON,,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL.
CA,06,Alameda,06001,ALAMEDA COUNTY GSA,479711,5325 BRODER BLVD,DUBLIN,94568,Nitrogen Oxides,CAP,0.622523251,TON,"Institutional (school, hospital, prison, etc.)",922140,CORRECTIONAL INSTITUTIONS.
CA,06,Alameda,06001,PACIFIC BELL,127511,1587 FRANKLIN STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.61955,TON,,517111,
CA,06,Alameda,06001,"OLIVER DE SILVA, INC",13803611,APPERSON QUARRY,SUNOL,94586,Nitrogen Oxides,CAP,0.6102873,TON,,212319,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING.
CA,06,Alameda,06001,ALBANY HIGH SCHOOL,13746911,603 KEY ROUTE BLVD,ALBANY,94706,Nitrogen Oxides,CAP,0.609673,TON,,611110,ELEMENTARY AND SECONDARY SCHOOLS.
CA,06,Alameda,06001,ECI THREE HACIENDA LLC C/O EMBARCADERO REALTY SVCS,15941511,"4305 HACINDA DRIVE, #160",PLEASANTON,94588,Nitrogen Oxides,CAP,0.59913454,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,DESILVA GATES CONSTRUCTION,14007811,11555 DUBLIN BLVD,DUBLIN,94568,Nitrogen Oxides,CAP,0.560924,TON,,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION.
CA,06,Alameda,06001,NOR-CAL ROCK INC,18786911,"30120 INDUSTRIAL PKWY, SW",HAYWARD,94544,Nitrogen Oxides,CAP,0.5558463,TON,,327320,READY-MIX CONCRETE MANUFACTURING.
CA,06,Alameda,06001,SAN FRANCISCO ITALIAN FOODS,804911,14054 CATALINA STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.5425603,TON,,311412,FROZEN SPECIALTY FOOD MANUFACTURING.
CA,06,Alameda,06001,VERIZON WIRELESS PLEASANTON SWITCH,10490711,4440 WILLOW ROAD,PLEASANTON,94588,Nitrogen Oxides,CAP,0.5231715,TON,,517112,
CA,06,Alameda,06001,"BMR-PACIFIC RESEARCH CENTER, LP",14123611,"7677 GATEWAY BLVD, UNWK 12",NEWARK,94560,Nitrogen Oxides,CAP,0.514552841,TON,,334111,ELECTRONIC COMPUTER MANUFACTURING.
CA,06,Alameda,06001,LONZA HAYWARD,447811,1978 W WINTON AVE,HAYWARD,94545,Nitrogen Oxides,CAP,0.49668436,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,AT&T,14257811,221 WINTON AVENUE,HAYWARD,94544,Nitrogen Oxides,CAP,0.48117167,TON,,517111,
CA,06,Alameda,06001,CHABOT COMMUNITY COLLEGE,10488411,25555 HESPERIAN BLVD,HAYWARD,94545,Nitrogen Oxides,CAP,0.47758773,TON,,611210,JUNIOR COLLEGES.
CA,06,Alameda,06001,BROADWAY FRANKLIN LLC,18495611,1111 BROADWAY,OAKLAND,94607,Nitrogen Oxides,CAP,0.47658623,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,CMC ICOS BIOLOGICS INC,18776511,890 HEINZ,BERKELEY,94710,Nitrogen Oxides,CAP,0.4558085,TON,,325414,BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING.
CA,06,Alameda,06001,SAAG'S PRODUCTS LLC,18131411,1799 FACTOR AVENUE,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.448777322,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,"FXI, INC",14071611,2451 POLVOROSA STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.4465061,TON,,326140,POLYSTYRENE FOAM PRODUCT MANUFACTURING.
CA,06,Alameda,06001,SAFEWAY MILK PLANT,512911,2000 ADAMS AVENUE,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.43963332,TON,Food Products Processing Plant,311511,FLUID MILK MANUFACTURING.
CA,06,Alameda,06001,USPA CITY CENTER LLC C/O HARVEST PROPERTIES,18496511,555 12TH STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.4350651,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,KINDRED HOSPITAL,15721111,2800 BENEDICT DRIVE,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.434250413,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,"DWFIU 1999 HARRISON, LLC",15734511,1999 HARRISON STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.4335208,TON,,531311,RESIDENTIAL PROPERTY MANAGERS.
CA,06,Alameda,06001,PACIFIC BELL,128311,118 E STREET,UNION CITY,94587,Nitrogen Oxides,CAP,0.4279145,TON,,517111,
CA,06,Alameda,06001,DIGITAL 720 2ND LLC,15974511,720 2ND STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.42576208,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,CBRE,18496911,"2100 POWELL ST, STE 125",EMERYVILLE,94608,Nitrogen Oxides,CAP,0.41368547,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,ZONE 7 WATER AGENCY,13792411,901 E VINEYARD AVENUE,LIVERMORE,94550,Nitrogen Oxides,CAP,0.40559433,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,VERIZON BUSINESS - HAWDCA,13782511,21350 CABOT BLVD,HAYWARD,94545,Nitrogen Oxides,CAP,0.40331746,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,HENKEL US OPERATIONS CORPORATION,14182811,GRAYSON STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.402336,TON,,325520,ADHESIVE MANUFACTURING.
CA,06,Alameda,06001,KAISER UNION CITY MEDICAL OFFICES,10496111,3555 WHIPPLE ROAD,UNION CITY,94587,Nitrogen Oxides,CAP,0.394266649,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,ALAMEDA COUNTY GSA,13760911,2500 FAIRMONT DRIVE,SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.38903115,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,"CALIFORNIA STATE UNIVERSITY, EAST BAY",343611,25800 CARLOS BEE BLVD,HAYWARD,94542,Nitrogen Oxides,CAP,0.371212322,TON,"Institutional (school, hospital, prison, etc.)",611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS."
CA,06,Alameda,06001,CEDAR LAWN MEMORIAL PARK & MORTUARY,278011,48800 WARM SPRING BLVD,FREMONT,94539,Nitrogen Oxides,CAP,0.3632422,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,CALIFORNIA PIE COMPANY,13783711,"7066 LAS POSITAS RD, SUITE A",LIVERMORE,94550,Nitrogen Oxides,CAP,0.3539164,TON,Bakeries,311812,COMMERCIAL BAKERIES.
CA,06,Alameda,06001,"U C BERKELEY, CLARK KERR CAMPUS",13825511,"CLARK KERR CAMPS, WARRING STREET",BERKELEY,94720,Nitrogen Oxides,CAP,0.343613859,TON,,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS."
CA,06,Alameda,06001,OAKLAND MUSEUM OF CALIFORNIA,18492711,1000 OAK STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.333307039,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,BLUE BOTTLE COFFEE COMPANY,18697211,300 WEBSTER STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.32644102,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,"FAA, OAKLAND AIR ROUTE TRAFFIC CONTROL CTR (ARTCC)",1053011,5125 CENTRAL AVENUE,FREMONT,94536,Nitrogen Oxides,CAP,0.32467145,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,FEDERAL BUREAU OF PRISONS,18541011,FCI DUBLIN,DUBLIN,94568,Nitrogen Oxides,CAP,0.31362277,TON,,922140,CORRECTIONAL INSTITUTIONS.
CA,06,Alameda,06001,MILLS COLLEGE,14122011,5000 MACARTHUR BLVD,OAKLAND,94613,Nitrogen Oxides,CAP,0.313477004,TON,,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS."
CA,06,Alameda,06001,"PLEASANTON GARBAGE SERVICE, INC",10457211,2512 VINEYARD AVENUE,PLEASANTON,94566,Nitrogen Oxides,CAP,0.312355243,TON,,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL.
CA,06,Alameda,06001,PACIFIC INTERMENT SERVICE,405911,1094 YERBA BUENA AVE,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.30635149,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,ALAMEDA CREMATIONS,13985611,"2900 MAIN ST, SUITE 116",ALAMEDA,94501,Nitrogen Oxides,CAP,0.30360687,TON,,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,NORTHERN CALIF POWER AGENCY,136511,2900 MAIN ST  SITE 1 OR 2,ALAMEDA,94501,Nitrogen Oxides,CAP,0.2985888,TON,Electricity Generation via Combustion,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"GLOBAL PLATING, INC",138611,44620 GRIMMER BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.29438322,TON,,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
CA,06,Alameda,06001,THORATEC LLC,15746711,6035 STONERIDGE DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.293148076,TON,,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING.
CA,06,Alameda,06001,MCGRATH RENT CORPORATION,10511311,5700 LAS POSITAS ROAD,LIVERMORE,94550,Nitrogen Oxides,CAP,0.2896337,TON,,316110,LEATHER AND HIDE TANNING AND FINISHING.
CA,06,Alameda,06001,COURTYARD BY MARRIOTT,10466411,5555 SHELLMOUND STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.28404172,TON,,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS.
CA,06,Alameda,06001,PEERLESS COFFEE CO,808811,260 OAK STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.27832998,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,SOUTHERN WINE AND SPIRITS,17251111,1555 ATLANTIC STREET,UNION CITY,94587,Nitrogen Oxides,CAP,0.275133599,TON,,312111,SOFT DRINK MANUFACTURING.
CA,06,Alameda,06001,ALAMEDA HEALTH SYSTEM - FAIRMONT HOSPITAL,450311,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.271902059,TON,"Institutional (school, hospital, prison, etc.)",622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST,14241511,375 11TH STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.256170052,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,SEEO INC,18539111,3906 TRUST WAY,HAYWARD,94545,Nitrogen Oxides,CAP,0.249985,TON,,541714,
CA,06,Alameda,06001,COLUMBUS,15718011,30977 SAN ANTONIO ST,HAYWARD,94544,Nitrogen Oxides,CAP,0.243372771,TON,,311999,ALL OTHER MISCELLANEOUS FOOD MANUFACTURING.
CA,06,Alameda,06001,"SYSCO SAN FRANCISCO, INC",10512411,5900 STEWART AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.241760807,TON,,424410,GENERAL LINE GROCERY MERCHANT WHOLESALERS.
CA,06,Alameda,06001,CATHOLIC CREMATION SERVICES,199711,1051 HARDER ROAD,HAYWARD,94542,Nitrogen Oxides,CAP,0.23959163,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,OAKLAND CENTER 21,15942711,2101 WEBSTER STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.23499027,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,"AGRICULTURAL BAG MFG, INC",13983311,960 98TH AVENUE,OAKLAND,94603,Nitrogen Oxides,CAP,0.2309271,TON,,326111,UNSUPPORTED PLASTICS BAG MANUFACTURING.
CA,06,Alameda,06001,ALAMEDA COUNTY WATER DISTRICT,13985511,1385 MOWRY AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.2266795,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,"CONSOLIDATED PRINTERS, INC",195711,2630 8TH STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.220309531,TON,,323111,COMMERCIAL GRAVURE PRINTING.
CA,06,Alameda,06001,CIM PROPERTIES,15941211,1333 BROADWAY,OAKLAND,94612,Nitrogen Oxides,CAP,0.22006495,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DISTRICT,14182211,225 EMBARCADERO-WEST,OAKLAND,94606,Nitrogen Oxides,CAP,0.207611472,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,CITY OF SAN LEANDRO,13818811,999 E 14TH STREET,SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.2056295,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,STATE OF CALIFORNIA DEPARTMENT OF TRANSPORTATION,10497211,DUMBRTN BRDG TLL PLAZA,NEWARK,94560,Nitrogen Oxides,CAP,0.2047964,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,ALAMEDA COUNTY PUBLIC WORKS AGENCY,15965411,"RUUS RD, FLOOD CNTRL",HAYWARD,94541,Nitrogen Oxides,CAP,0.202715721,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,MANHEIM SAN FRANCISCO BAY,15895111,29900 AUCTION WAY,HAYWARD,94544,Nitrogen Oxides,CAP,0.20047643,TON,"Auto Body, Painting, or Repair Shop",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,CHAPEL OF THE CHIMES MEMORIAL PARK & FUNERAL HOME,407711,32992 MISSION BLVD,HAYWARD,94544,Nitrogen Oxides,CAP,0.19233502,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,LEVEL 3 COMMUNICATIONS INC,10512911,5000 HOLLIS STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.18767137,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,AMERICA'S BEST COFFEE ROASTING COMPANY,17245411,600 50TH AVENUE,OAKLAND,94601,Nitrogen Oxides,CAP,0.18292241,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,808 RENEWABLE ENERGY,10472611,1515 CLAY STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.18218142,TON,Electricity Generation via Combustion,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,BANK OF AMERICA C/O JONES LANG LASALLE PEMC,15738111,3180 WHIPPLE ROAD,UNION CITY,94587,Nitrogen Oxides,CAP,0.1756382,TON,,523150,
CA,06,Alameda,06001,THERMO FISHER SCIENTIFIC,10491611,6055 SUNOL BOULEVARD,PLEASANTON,94566,Nitrogen Oxides,CAP,0.17289222,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,PRIME SMOKED MEATS INC,17252811,220 ALICE STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.1703206,TON,,423490,OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS.
CA,06,Alameda,06001,LIVERMORE MUNICIPAL WATER - VASCO RD PUMP STATION,16045011,6186 NORTHFRONT ROAD,LIVERMORE,94551,Nitrogen Oxides,CAP,0.1686696,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,DEPARTMENT OF TRANSPORTATION,17245111,"TOLL OPERATIONS BLDG, SF OAKLAND BAY BRIDG",OAKLAND,94608,Nitrogen Oxides,CAP,0.1682003,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,PIXAR ANIMATION STUDIOS,13773311,1215 45TH STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.1670896,TON,,512110,MOTION PICTURE AND VIDEO PRODUCTION.
CA,06,Alameda,06001,CHAPEL OF THE CHIMES,7845711,4499 PIEDMONT AVE,OAKLAND,94611,Nitrogen Oxides,CAP,0.16664745,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,ALAMEDA COUNTY GSA,1106211,661 WASHINGTON ST,OAKLAND,94611,Nitrogen Oxides,CAP,0.16240112,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,PACIFIC BELL,127111,2116 BANCROFT WAY,BERKELEY,94704,Nitrogen Oxides,CAP,0.1623826,TON,,517111,
CA,06,Alameda,06001,SHAKLEE CORPORATION,17243311,4747 WILLOW ROAD,PLEASANTON,94588,Nitrogen Oxides,CAP,0.16130432,TON,,424210,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS.
CA,06,Alameda,06001,PACIFIC BELL,127411,1129 B STREET,HAYWARD,94541,Nitrogen Oxides,CAP,0.1595207,TON,,517111,
CA,06,Alameda,06001,MR ESPRESSO,343011,696 3RD STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.156747281,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,GRISSOM'S CHAPEL & MORTUARY,17243511,267 E LEWELLING BLVD,SAN LORENZO,94580,Nitrogen Oxides,CAP,0.15521912,TON,,812220,CEMETERIES AND CREMATORIES.
CA,06,Alameda,06001,PREFERRED FREEZER SERVICES,17252111,400 POLAR WAY,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.151902854,TON,,493120,REFRIGERATED WAREHOUSING AND STORAGE.
CA,06,Alameda,06001,"HAYWARD POINT EDEN I, LP C/O CBRE",18545711,3955 POINT EDEN WAY,HAYWARD,94545,Nitrogen Oxides,CAP,0.151015,TON,,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES.
CA,06,Alameda,06001,ROSELAWN CEMETERY,197911,1240 N LIVERMORE AVE,LIVERMORE,94550,Nitrogen Oxides,CAP,0.149036515,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,PACIFIC BELL,128011,120 RAY STREET,PLEASANTON,94566,Nitrogen Oxides,CAP,0.1463837,TON,,517111,
CA,06,Alameda,06001,AGRICULTURAL RESEARCH SERVICE,139211,800 BUCHANAN STREET,ALBANY,94710,Nitrogen Oxides,CAP,0.146056597,TON,,926140,REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES.
CA,06,Alameda,06001,COOKS COLLISION OF FREMONT,18491611,41041 ALBRAE STREET,FREMONT,94538,Nitrogen Oxides,CAP,0.14604054,TON,,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,UNION PACIFIC RAILROAD,18134311,37105 MISSION BLVD,FREMONT,94536,Nitrogen Oxides,CAP,0.1458739,TON,,424710,PETROLEUM BULK STATIONS AND TERMINALS.
CA,06,Alameda,06001,BOEHRINGER INGELHEIM FREMONT INC,10511211,6701 KAISER DRIVE,FREMONT,94555,Nitrogen Oxides,CAP,0.14487729,TON,,325414,BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING.
CA,06,Alameda,06001,"JUDICIAL COUNCIL OF CALIFORNIA, JCC 01-D1",14305611,24405 AMADOR STREET,HAYWARD,94544,Nitrogen Oxides,CAP,0.14294379,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,AT&T,14257911,4658 WILLOW ROAD,PLEASANTON,94566,Nitrogen Oxides,CAP,0.1377038,TON,,517111,
CA,06,Alameda,06001,SERVICE KING PAINT & BODY,18495411,4311 SOLAR WAY,FREMONT,94538,Nitrogen Oxides,CAP,0.1361977,TON,,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,CITY OF HAYWARD WELL B,16023211,"28475 HESPERIAN BLVD, WELL B",HAYWARD,94545,Nitrogen Oxides,CAP,0.1344196,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,GOLDEN STATE PET CREMATORIUM,18540611,2423 GROVE WAY,CASTRO VALLEY,94546,Nitrogen Oxides,CAP,0.13294756,TON,,541940,VETERINARY SERVICES.
CA,06,Alameda,06001,"UNION SANITARY DIST, IRVINGTON PS",10456411,46525 FREMONT BLVD,FREMONT,94536,Nitrogen Oxides,CAP,0.130799,TON,Wastewater Treatment Facility,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,U S ARMY GARRISON CAMP PARKS,10496811,EVANS AVE,DUBLIN,94568,Nitrogen Oxides,CAP,0.129967394,TON,Military Base,928110,NATIONAL SECURITY.
